Dataset	Experiment ID	Experiment Tag	MS Runs	Spectra Searched	Spectra ID'd	%Spectra ID'd	Distinct Peptides	Unique Peptides	Added Peptides	Cumulative Peptides	Distinct Canonical Proteins	Unique Canonical Proteins	Unique All Proteins	Added Canonical Proteins	Cumulative Canonical Proteins	Date Added	Pubmed Id or DOI	Instrument Name	Sample Category
PXD006614	7562	C-HPP_MissingProtein-HAP1	94	1,403,644	388,097	27.65 %	72,444	65	315	1,539,384	6,076		1	7	15,933	2019-11-22	29474001	LTQ Orbitrap Velos	Cancer Cell Lines, Blood
PXD006614	7516	C-HPP_MissingProtein-KBM-7	94	1,304,370	348,495	26.72 %	79,170	169	745	1,540,129	6,497		9	3	15,936	2019-11-22	29474001	LTQ Orbitrap Velos	Cancer Cell Lines, Blood
PXD008333	7613	Hs_variant_rs35033974_GluC	12	268,113	31,747	11.84 %	6,664	2,604	3,169	1,543,298	570		14	2	15,938	2019-11-25	30429210	Q Exactive	Sperm
PXD008333	7493	Hs_variant_rs35033974_Trypsin	200	6,344,681	2,635,580	41.54 %	124,329	14,128	19,778	1,563,076	6,725	7	238	54	15,992	2019-11-25	30429210	Q Exactive	Sperm
PXD008373	7501	CNHPP_HCC-nonTumor_S-I	426	37,551,804	3,416,147	9.10 %	66,089	31	740	1,563,816	4,720			2	15,994	2019-11-22	30814741	Orbitrap Fusion	Liver
PXD008373	7569	CNHPP_HCC-Tumor_S-II	384	34,920,207	3,176,068	9.10 %	106,112	421	2,394	1,566,210	6,461		21	7	16,001	2019-11-22	30814741	Orbitrap Fusion	Cancer, Liver
PXD008373	7467	CNHPP_HCC-nonTumor_Others	132	12,353,682	850,478	6.88 %	56,403	553	2,791	1,569,001	3,608		5	1	16,002	2019-11-22	30814741	Orbitrap Fusion	Liver
PXD008373	7576	CNHPP_HCC-nonTumor_S-III	396	36,319,707	3,065,597	8.44 %	79,080	88	396	1,569,397	5,073			0	16,002	2019-11-22	30814741	Orbitrap Fusion	Liver
PXD008373	7684	CNHPP_HCC-Tumor_S-I	420	37,494,309	3,335,332	8.90 %	80,106	109	322	1,569,719	5,626			1	16,003	2019-11-22	30814741	Orbitrap Fusion	Cancer, Liver
PXD008373	7488	CNHPP_HCC-Tumor_S-III	396	37,329,177	3,219,774	8.63 %	108,176	303	1,038	1,570,757	6,895		3	1	16,004	2019-11-22	30814741	Orbitrap Fusion	Cancer, Liver
PXD008373	7617	CNHPP_HCC-nonTumor_S-II	384	34,212,957	2,987,423	8.73 %	82,231	417	923	1,571,680	5,009			0	16,004	2019-11-22	30814741	Orbitrap Fusion	Liver
PXD008373	7615	CNHPP_HCC-Tumor_Others	132	12,657,771	866,814	6.85 %	71,568	1,053	2,035	1,573,715	4,748		9	0	16,004	2019-11-22	30814741	Orbitrap Fusion	Cancer, Liver
PXD008512	7692	Hs_ProteinTurnover_Hepatocytes	128	5,450,970	1,543,534	28.32 %	94,577	1,215	2,199	1,575,914	5,286		5	3	16,007	2019-11-26	29449567	Q Exactive	Liver
PXD009784	7651	Hs_Urine_Evs_BBS-Stage2	10	396,060	101,721	25.68 %	14,904	56	357	1,576,271	1,079			2	16,009	2019-11-25	30071318	Q Exactive	Urine
PXD009784	7593	Hs_Urine_Evs_CED-Stage1	5	182,779	34,313	18.77 %	5,629	43	164	1,576,435	501		1	0	16,009	2019-11-25	30071318	Q Exactive	Urine
PXD009784	7690	Hs_Urine_Evs_CED-Stage3	5	182,136	33,369	18.32 %	5,672	13	95	1,576,530	494			0	16,009	2019-11-25	30071318	Q Exactive	Urine
PXD009784	7508	Hs_Urine_Evs_Control	56	2,165,306	542,659	25.06 %	19,611	346	846	1,577,376	1,455		2	6	16,015	2019-11-25	30071318	Q Exactive	Urine
PXD009784	7679	Hs_Urine_Evs_JBTS-Stage3	10	377,835	85,719	22.69 %	10,284	39	113	1,577,489	812			0	16,015	2019-11-25	30071318	Q Exactive	Urine
PXD009784	7485	Hs_Urine_Evs_NPH-Stage2	5	190,842	43,311	22.69 %	6,649	45	69	1,577,558	647		2	0	16,015	2019-11-25	30071318	Q Exactive	Urine
PXD009784	7634	Hs_Urine_Evs_NPH-Stage3	5	193,644	42,815	22.11 %	6,173	7	34	1,577,592	507			0	16,015	2019-11-25	30071318	Q Exactive	Urine
PXD009784	7459	Hs_Urine_Evs_NPH-Stage4-5	1	123,705	8,928	7.22 %	4,502	22	67	1,577,659	378		1	0	16,015	2019-11-25	30071318	Q Exactive	Urine
PXD009784	7586	Hs_Urine_Evs_NPH-Stage4	10	393,247	88,039	22.39 %	11,010	115	244	1,577,903	829		3	2	16,017	2019-11-25	30071318	Q Exactive	Urine
PXD009784	7499	Hs_Urine_Evs_NPH-Stage5	5	185,394	41,709	22.50 %	6,667	16	67	1,577,970	448			0	16,017	2019-11-25	30071318	Q Exactive	Urine
PXD009893	7506	Hs_hMSCs_AdiposeTissue_QExactive	12	707,549	295,111	41.71 %	46,029	56	199	1,578,169	3,677			0	16,017	2019-11-21	29974749	Q Exactive	Non Cancer Cell Lines
PXD009893	7503	Hs_hMSCs_AdiposeTissue_TripleTOF	7	404,992	110,852	27.37 %	29,490	33	58	1,578,227	2,703		2	0	16,017	2019-11-21	29974749	5600 Triple Quadrupole LC/MS	Non Cancer Cell Lines
PXD009893	7676	Hs_hMSCs_UmbilicalCord_QExactive	11	723,611	258,607	35.74 %	46,552	64	170	1,578,397	3,815			0	16,017	2019-11-21	29974749	Q Exactive	Non Cancer Cell Lines
PXD009893	7517	Hs_hMSCs_UmbilicalCord_TripleTOF	6	352,542	55,321	15.69 %	21,977	14	27	1,578,424	2,464			1	16,018	2019-11-21	29974749	5600 Triple Quadrupole LC/MS	Non Cancer Cell Lines
PXD010154	7665	Hs_DeepProteome_Adrenal-Gland	28	1,293,197	369,710	28.59 %	107,490	979	4,596	1,583,020	6,992		5	8	16,026	2019-11-25	30777892	Q Exactive	Adrenal Gland
PXD010154	7481	Hs_DeepProteome_Appendix	36	1,524,104	320,074	21.00 %	88,015	762	6,553	1,589,573	5,449		8	3	16,029	2019-11-25	30777892	Q Exactive	Digestive System
PXD010154	7630	Hs_DeepProteome_Bone-Marrow	36	1,644,692	154,824	9.41 %	54,736	10,980	18,258	1,607,831	4,330		86	4	16,033	2019-11-25	30777892	Q Exactive	Other Anatomical Entities
PXD010154	7604	Hs_DeepProteome_Brain	3	123,673	51,152	41.36 %	18,770	204	481	1,608,312	3,057		2	4	16,037	2019-11-25	30777892	Q Exactive	Brain
PXD010154	7486	Hs_DeepProteome_Colon	64	2,734,465	872,303	31.90 %	142,599	2,718	14,779	1,623,091	7,194		16	6	16,043	2019-11-25	30777892	Q Exactive	Digestive System
PXD010154	7553	Hs_DeepProteome_Duodenum	36	1,783,205	586,416	32.89 %	143,679	1,844	8,399	1,631,490	7,784		8	17	16,060	2019-11-25	30777892	Q Exactive	Digestive System
PXD010154	7663	Hs_DeepProteome_Endometrium	36	1,686,135	479,530	28.44 %	107,948	807	2,828	1,634,318	6,710		8	4	16,064	2019-11-25	30777892	Q Exactive	Other Female Reproductive Organ
PXD010154	7548	Hs_DeepProteome_Esophagus	36	1,682,584	455,089	27.05 %	99,495	617	2,375	1,636,693	5,967		5	0	16,064	2019-11-25	30777892	Q Exactive	Digestive System
PXD010154	7699	Hs_DeepProteome_Fallopian-Tube	36	1,720,868	581,352	33.78 %	132,347	2,540	4,547	1,641,240	8,127	1	171	40	16,104	2019-11-25	30777892	Q Exactive	Other Female Reproductive Organ
PXD010154	7583	Hs_DeepProteome_Fat	36	1,729,965	394,363	22.80 %	98,003	2,074	5,774	1,647,014	5,545		7	3	16,107	2019-11-25	30777892	Q Exactive	Other Anatomical Entities
PXD010154	7453	Hs_DeepProteome_Gallbladder	36	1,694,743	473,455	27.94 %	112,534	1,122	2,933	1,649,947	6,567		4	1	16,108	2019-11-25	30777892	Q Exactive	Digestive System
PXD010154	7555	Hs_DeepProteome_Heart	36	1,684,782	597,003	35.44 %	91,859	3,497	4,718	1,654,665	5,461		5	6	16,114	2019-11-25	30777892	Q Exactive	Heart
PXD010154	7673	Hs_DeepProteome_Kidney	30	1,185,729	348,009	29.35 %	79,251	497	1,192	1,655,857	5,922		11	3	16,117	2019-11-25	30777892	Q Exactive	Kidney
PXD010154	7526	Hs_DeepProteome_Liver	101	4,754,068	1,838,080	38.66 %	184,196	7,969	12,166	1,668,023	7,520		20	4	16,121	2019-11-25	30777892	Q Exactive	Liver
PXD010154	7515	Hs_DeepProteome_Lung	32	1,544,727	604,140	39.11 %	145,360	1,900	4,206	1,672,229	8,346		16	6	16,127	2019-11-25	30777892	Q Exactive	Lung
PXD010154	7635	Hs_DeepProteome_Lymph-Node	36	1,595,754	308,707	19.35 %	89,158	462	1,239	1,673,468	6,182		3	0	16,127	2019-11-25	30777892	Q Exactive	Other Anatomical Entities
PXD010154	7575	Hs_DeepProteome_Ovary	28	1,461,484	333,483	22.82 %	95,383	3,718	7,212	1,680,680	6,256		27	1	16,128	2019-11-25	30777892	Q Exactive	Ovary
PXD010154	7475	Hs_DeepProteome_Pancreas	36	1,766,302	255,978	14.49 %	89,694	10,196	15,246	1,695,926	5,365		73	3	16,131	2019-11-25	30777892	Q Exactive	Pancreas
PXD010154	7601	Hs_DeepProteome_Pituitary	72	3,796,000	668,067	17.60 %	140,146	22,614	32,012	1,727,938	7,017	3	81	15	16,146	2019-11-25	30777892	Q Exactive	Pituitary Gland
PXD010154	7471	Hs_DeepProteome_Placenta	71	3,255,921	982,373	30.17 %	154,353	2,544	4,967	1,732,905	7,366	1	23	12	16,158	2019-11-25	30777892	Q Exactive	Placenta
PXD010154	7682	Hs_DeepProteome_Prostate	36	1,506,052	460,869	30.60 %	104,531	1,078	1,970	1,734,875	6,407		3	4	16,162	2019-11-25	30777892	Q Exactive	Other Male Reproductive Organ
PXD010154	7531	Hs_DeepProteome_Rectum	36	1,787,244	474,061	26.52 %	118,659	1,049	1,916	1,736,791	6,858		11	1	16,163	2019-11-25	30777892	Q Exactive	Digestive System
PXD010154	7650	Hs_DeepProteome_Salivary-Gland	36	1,634,064	431,832	26.43 %	103,633	670	1,173	1,737,964	7,188		7	4	16,167	2019-11-25	30777892	Q Exactive	Other Anatomical Entities
PXD010154	7492	Hs_DeepProteome_Small-Intestine	36	1,807,496	717,523	39.70 %	172,800	7,116	9,959	1,747,923	7,787		25	7	16,174	2019-11-25	30777892	Q Exactive	Digestive System
PXD010154	7649	Hs_DeepProteome_Smooth-Muscle	35	1,551,579	382,554	24.66 %	88,079	393	627	1,748,550	6,158		8	0	16,174	2019-11-25	30777892	Q Exactive	Other Anatomical Entities
PXD010154	7539	Hs_DeepProteome_Stomach	9	442,748	143,118	32.32 %	48,610	255	455	1,749,005	4,855			1	16,175	2019-11-25	30777892	Q Exactive	Digestive System
PXD010154	7466	Hs_DeepProteome_Testis	29	1,409,258	443,283	31.46 %	110,740	4,198	5,385	1,754,390	7,399	1	55	11	16,186	2019-11-25	30777892	Q Exactive	Testis
PXD010154	7599	Hs_DeepProteome_Thyroid	28	1,335,313	329,731	24.69 %	81,603	1,836	2,136	1,756,526	6,181		3	4	16,190	2019-11-25	30777892	Q Exactive	Thyroid Gland
PXD010154	7469	Hs_DeepProteome_Urinary-Bladder	36	1,519,011	402,981	26.53 %	112,026	1,016	2,142	1,758,668	6,449		2	1	16,191	2019-11-25	30777892	Q Exactive	Urinary Bladder
PXD010154	7636	Hs_DeepProteome_Tonsil-Arg-C	32	1,348,747	317,731	23.56 %	107,971	19,398	26,827	1,785,495	6,728		38	3	16,194	2019-11-25	30777892	Q Exactive	Other Anatomical Entities
PXD010154	7545	Hs_DeepProteome_Tonsil-Asp-N	32	1,325,823	240,093	18.11 %	94,016	66,560	70,185	1,855,680	5,315		130	12	16,206	2019-11-25	30777892	Q Exactive	Other Anatomical Entities
PXD010154	7470	Hs_DeepProteome_Tonsil-Chymotrypsin	35	1,441,363	203,917	14.15 %	80,318	36,345	53,326	1,909,006	5,422		69	5	16,211	2019-11-25	30777892	Q Exactive	Other Anatomical Entities
PXD010154	7521	Hs_DeepProteome_Tonsil-Chymotrypsin-Fusion	34	1,102,505	96,136	8.72 %	48,321	13,632	14,875	1,923,881	4,221		109	1	16,212	2019-11-25	30777892	Orbitrap Fusion	Other Anatomical Entities
PXD010154	7696	Hs_DeepProteome_Tonsil-Glu-C	36	1,440,539	235,886	16.37 %	63,549	35,446	36,719	1,960,600	4,492		87	1	16,213	2019-11-25	30777892	Q Exactive	Other Anatomical Entities
PXD010154	7616	Hs_DeepProteome_Tonsil-Lys-C	36	1,434,361	438,932	30.60 %	106,651	18,541	20,967	1,981,567	6,766		33	0	16,213	2019-11-25	30777892	Q Exactive	Other Anatomical Entities
PXD010154	7509	Hs_DeepProteome_Tonsil-Lys-N	36	1,504,766	428,377	28.47 %	113,280	85,954	87,548	2,069,115	6,324		49	5	16,218	2019-11-25	30777892	Q Exactive	Other Anatomical Entities
PXD010154	7507	Hs_DeepProteome_Tonsil-Trypsin	67	3,181,273	1,115,524	35.07 %	165,543	3,868	5,529	2,074,644	7,807		34	2	16,220	2019-11-25	30777892	Q Exactive	Other Anatomical Entities
PXD010603	7547	Hs_Brain-AD_Amygdala	12	1,848,528	55,019	2.98 %	21,805	83	787	2,075,431	2,340			1	16,221	2019-11-25	30735395	Orbitrap Fusion	Brain
PXD010603	7657	Hs_Brain-AD_Caudate_Nucleus	16	3,665,112	24,996	0.68 %	8,929	20	133	2,075,564	1,175		1	0	16,221	2019-11-25	30735395	Orbitrap Fusion	Brain
PXD010603	7648	Hs_Brain-AD_Cerebellum	8	1,207,862	30,414	2.52 %	12,836	64	257	2,075,821	1,710		2	1	16,222	2019-11-25	30735395	Orbitrap Fusion	Brain
PXD010603	7534	Hs_Brain-AD_Entorinal_Cortex	12	1,844,094	55,085	2.99 %	22,158	59	395	2,076,216	2,487			0	16,222	2019-11-25	30735395	Orbitrap Fusion	Brain
PXD010603	7480	Hs_Brain-AD_Inferior_Parietal_Lobule	12	1,891,606	52,605	2.78 %	21,247	62	327	2,076,543	2,391			1	16,223	2019-11-25	30735395	Orbitrap Fusion	Brain
PXD010603	7551	Hs_Brain-AD_Middle_Frontal_Gyrus	12	1,899,411	57,628	3.03 %	22,088	60	247	2,076,790	2,417		7	0	16,223	2019-11-25	30735395	Orbitrap Fusion	Brain
PXD010603	7638	Hs_Brain-AD_Superior_Temporal_Gyrus	12	1,884,139	60,156	3.19 %	24,648	96	327	2,077,117	2,708			1	16,224	2019-11-25	30735395	Orbitrap Fusion	Brain
PXD010603	7622	Hs_Brain-AD_Thalamus	12	1,880,560	36,554	1.94 %	15,445	36	90	2,077,207	1,855		10	0	16,224	2019-11-25	30735395	Orbitrap Fusion	Brain
PXD010603	7629	Hs_Brain-AD_Visual_Cortex	12	1,899,909	43,865	2.31 %	17,794	74	217	2,077,424	2,041		2	1	16,225	2019-11-25	30735395	Orbitrap Fusion	Brain
PXD010603	7478	Hs_Brain-Cohort_Amygdala	24	3,776,167	119,750	3.17 %	35,690	232	586	2,078,010	3,510		36	0	16,225	2019-11-25	30735395	Orbitrap Fusion	Brain
PXD010603	7594	Hs_Brain-Cohort_Caudate_Nucleus	13	1,958,462	54,626	2.79 %	20,304	106	258	2,078,268	2,310		1	0	16,225	2019-11-25	30735395	Orbitrap Fusion	Brain
PXD010603	7455	Hs_Brain-Cohort_Cerebellum	12	1,835,769	73,478	4.00 %	29,634	283	519	2,078,787	3,287		2	2	16,227	2019-11-25	30735395	Orbitrap Fusion	Brain
PXD010603	7549	Hs_Brain-Cohort_Entorinal_Cortex	19	2,951,441	96,905	3.28 %	30,732	159	379	2,079,166	3,150		1	0	16,227	2019-11-25	30735395	Orbitrap Fusion	Brain
PXD010603	7685	Hs_Brain-Cohort_Inferior_Parietal_Lobule	24	3,704,456	135,192	3.65 %	38,357	226	443	2,079,609	3,606		4	0	16,227	2019-11-25	30735395	Orbitrap Fusion	Brain
PXD010603	7519	Hs_Brain-Cohort_Middle_Frontal_Gyrus	24	3,724,114	145,839	3.92 %	41,611	300	489	2,080,098	3,811		2	0	16,227	2019-11-25	30735395	Orbitrap Fusion	Brain
PXD010603	7584	Hs_Brain-Cohort_Superior_Temporal_Gyrus	24	3,704,801	130,896	3.53 %	37,820	200	297	2,080,395	3,618		6	0	16,227	2019-11-25	30735395	Orbitrap Fusion	Brain
PXD010603	7567	Hs_Brain-Cohort_Thalamus	24	3,688,962	105,923	2.87 %	31,852	105	159	2,080,554	3,188		2	0	16,227	2019-11-25	30735395	Orbitrap Fusion	Brain
PXD010603	7680	Hs_Brain-Cohort_Visual_Cortex	24	3,715,730	95,814	2.58 %	27,330	69	89	2,080,643	2,896		3	0	16,227	2019-11-25	30735395	Orbitrap Fusion	Brain
PXD010899	7695	Hs_Plasma_HiRIEF_3-10_1mg	72	849,836	171,091	20.13 %	24,187	293	2,392	2,083,035	959		7	1	16,228	2019-11-22	30958262	Q Exactive	Blood Plasma
PXD010899	7542	Hs_Plasma_HiRIEF_3.7-4.05_0.2mg	72	492,074	45,336	9.21 %	6,181	11	428	2,083,463	502			0	16,228	2019-11-22	30958262	Q Exactive	Blood Plasma
PXD010899	7591	Hs_Plasma_HiRIEF_3.7-4.05_0.6mg	72	492,220	52,550	10.68 %	8,487	19	463	2,083,926	656		3	0	16,228	2019-11-22	30958262	Q Exactive	Blood Plasma
PXD010899	7589	Hs_Plasma_HiRIEF_3.7-4.05_1mg	65	474,891	69,552	14.65 %	11,173	67	622	2,084,548	860		8	0	16,228	2019-11-22	30958262	Q Exactive	Blood Plasma
PXD010899	7452	Hs_Plasma_HiRIEF_3.7-4.9_1mg	72	613,766	107,196	17.47 %	14,990	144	834	2,085,382	915		1	1	16,229	2019-11-22	30958262	Q Exactive	Blood Plasma
PXD010899	7691	Hs_Plasma_HiRIEF_4.0-4.25_0.2mg	72	467,664	44,184	9.45 %	4,306	4	91	2,085,473	421		3	0	16,229	2019-11-22	30958262	Q Exactive	Blood Plasma
PXD010899	7530	Hs_Plasma_HiRIEF_4.0-4.25_0.6mg	72	502,484	78,512	15.62 %	8,466	18	297	2,085,770	751		1	0	16,229	2019-11-22	30958262	Q Exactive	Blood Plasma
PXD010899	7647	Hs_Plasma_HiRIEF_4.0-4.25_1mg	144	1,080,320	186,147	17.23 %	12,873	60	602	2,086,372	1,010			0	16,229	2019-11-22	30958262	Q Exactive	Blood Plasma
PXD010899	7537	Hs_Plasma_HiRIEF_4.0-4.25_2mg	64	516,600	84,717	16.40 %	10,025	68	234	2,086,606	805		2	0	16,229	2019-11-22	30958262	Q Exactive	Blood Plasma
PXD010899	7606	Hs_Plasma_HiRIEF_4.0-4.25_4mg	72	652,509	117,441	18.00 %	11,335	103	330	2,086,936	886			0	16,229	2019-11-22	30958262	Q Exactive	Blood Plasma
PXD010899	7524	Hs_Plasma_HiRIEF_4.0-4.25_6mg	72	739,653	115,176	15.57 %	11,351	239	483	2,087,419	833			1	16,230	2019-11-22	30958262	Q Exactive	Blood Plasma
PXD010899	7600	Hs_Plasma_HiRIEF_4.2-4.45_0.2mg	82	810,247	42,385	5.23 %	4,072	7	87	2,087,506	407		3	1	16,231	2019-11-22	30958262	Q Exactive	Blood Plasma
PXD010899	7498	Hs_Plasma_HiRIEF_4.2-4.45_0.6mg	72	522,690	64,443	12.33 %	7,402	19	223	2,087,729	617			0	16,231	2019-11-22	30958262	Q Exactive	Blood Plasma
PXD010899	7497	Hs_Plasma_HiRIEF_4.2-4.45_1mg	72	554,673	100,035	18.03 %	10,718	33	445	2,088,174	866		4	1	16,232	2019-11-22	30958262	Q Exactive	Blood Plasma
PXD010899	7605	HiRIEF-Dummy	72	407,233	206,691	50.75 %	3,590	3	10	2,088,184	149		1	0	16,232	2019-11-22	30958262	Q Exactive	Blood Plasma
PXD010899	7474	HiRIEF-PSA	72	887,798	149,187	16.80 %	22,781	166	812	2,088,996	1,004		8	0	16,232	2019-11-22	30958262	Q Exactive	Blood Plasma
PXD010899	7587	HiRIEF-TMT	272	4,468,960	537,807	12.03 %	30,791	1,598	3,581	2,092,577	1,153		2	0	16,232	2019-11-22	30958262	Q Exactive	Blood Plasma
PXD010899	7541	HiRIEF-MotherChild	1,241	14,686,140	1,875,489	12.77 %	81,333	6,128	11,698	2,104,275	2,413		23	8	16,240	2019-11-22	30958262	Q Exactive	Blood Plasma
PXD001189	8373	Platelet_ADP-Iloprost_Global-iTRAQ_LTQ-Orbi-Velos	6	66,244	30,261	45.68 %	10,678	145	319	2,104,594	873		5	0	16,240	2020-10-08	28060719	LTQ Orbitrap Velos	Blood Cells
PXD008493	8427	nasal-polyps_IGD	5	325,880	102,557	31.47 %	14,274	9	39	2,104,633	1,046			0	16,240	2020-10-07	29608294	Q Exactive Plus	Other Anatomical Entities
PXD008493	8441	nasal-polyps_ISD	5	322,508	129,117	40.04 %	20,598	27	82	2,104,715	1,663			0	16,240	2020-10-07	29608294	Q Exactive Plus	Other Anatomical Entities
PXD008493	8420	nasal-polyps_OFD	5	324,184	93,234	28.76 %	14,102	22	49	2,104,764	1,309			0	16,240	2020-10-07	29608294	Q Exactive Plus	Other Anatomical Entities
PXD008493	8386	nasal-polyps_OPD	5	328,475	126,562	38.53 %	18,255	41	75	2,104,839	1,517			0	16,240	2020-10-07	29608294	Q Exactive Plus	Other Anatomical Entities
PXD008493	8459	palatine-tonsils_IGD	5	324,806	123,536	38.03 %	19,590	5	38	2,104,877	1,445			0	16,240	2020-10-07	29608294	Q Exactive Plus	Other Anatomical Entities
PXD008493	8406	palatine-tonsils_ISD	5	328,578	131,993	40.17 %	22,109	13	40	2,104,917	2,057			0	16,240	2020-10-07	29608294	Q Exactive Plus	Other Anatomical Entities
PXD008493	8380	palatine-tonsils_OFD	5	324,072	111,010	34.25 %	18,389	18	38	2,104,955	1,794			1	16,241	2020-10-07	29608294	Q Exactive Plus	Other Anatomical Entities
PXD008493	8434	palatine-tonsils_OPD	5	331,727	124,452	37.52 %	19,938	5	22	2,104,977	1,749			0	16,241	2020-10-07	29608294	Q Exactive Plus	Other Anatomical Entities
PXD008493	8433	pooled_IGD	5	324,229	114,166	35.21 %	17,046	1	7	2,104,984	1,265			0	16,241	2020-10-07	29608294	Q Exactive Plus	Other Anatomical Entities
PXD008493	8405	pooled_ISD	5	340,849	124,259	36.46 %	17,884	9	46	2,105,030	1,603			0	16,241	2020-10-07	29608294	Q Exactive Plus	Other Anatomical Entities
PXD008493	8437	pooled_OFD	5	323,871	95,371	29.45 %	14,757	4	12	2,105,042	1,367			0	16,241	2020-10-07	29608294	Q Exactive Plus	Other Anatomical Entities
PXD008493	8394	pooled_OPD	5	333,411	125,096	37.52 %	18,608	10	33	2,105,075	1,652			0	16,241	2020-10-07	29608294	Q Exactive Plus	Other Anatomical Entities
PXD008493	8458	parotid-gland_IGD	5	324,190	111,450	34.38 %	17,069	7	15	2,105,090	1,276			0	16,241	2020-10-07	29608294	Q Exactive Plus	Other Anatomical Entities
PXD008493	8443	parotid-gland_ISD	5	319,991	121,050	37.83 %	18,720	43	85	2,105,175	1,584			0	16,241	2020-10-07	29608294	Q Exactive Plus	Other Anatomical Entities
PXD008493	8422	parotid-gland_OFD	5	321,663	102,541	31.88 %	16,492	18	33	2,105,208	1,515			0	16,241	2020-10-07	29608294	Q Exactive Plus	Other Anatomical Entities
PXD008493	8432	parotid-gland_OPD	5	330,160	125,075	37.88 %	19,176	25	31	2,105,239	1,611			0	16,241	2020-10-07	29608294	Q Exactive Plus	Other Anatomical Entities
PXD014058	8412	Low-Abundance-Membrane-Protein_HCT116_Pellets	41	2,547,404	861,116	33.80 %	142,481	2,183	6,862	2,112,101	7,780		42	38	16,279	2020-10-07	31773964	Orbitrap Fusion Lumos	Cancer Cell Lines, Digestive System
PXD014058	8388	Low-Abundance-Membrane-Protein_HCT116_Supernatants	40	1,848,114	145,720	7.88 %	26,035	185	711	2,112,812	3,449		2	2	16,281	2020-10-07	31773964	Orbitrap Fusion Lumos	Cancer Cell Lines, Digestive System
PXD014058	8460	Low-Abundance-Membrane-Protein_HeLa_Pellets	80	6,950,703	380,658	5.48 %	70,396	304	1,407	2,114,219	5,701		7	2	16,283	2020-10-07	31773964	Orbitrap Fusion Lumos	Cancer Cell Lines, Other Female Reproductive Organ
PXD014058	8419	Low-Abundance-Membrane-Protein_HepG2_Pellets	66	6,436,794	607,707	9.44 %	103,237	2,429	5,770	2,119,989	6,483		53	7	16,290	2020-10-07	31773964	Orbitrap Fusion Lumos	Cancer Cell Lines, Liver
PXD014058	8440	Low-Abundance-Membrane-Protein_HepG2_Supernatants	40	1,915,300	182,157	9.51 %	30,761	552	962	2,120,951	3,281		16	0	16,290	2020-10-07	31773964	Orbitrap Fusion Lumos	Cancer Cell Lines, Liver
PXD014058	8399	Low-Abundance-Membrane-Protein_HeLa_Supernatants	64	6,529,977	673,505	10.31 %	113,481	908	1,969	2,122,920	7,046		45	1	16,291	2020-10-07	31773964	Orbitrap Fusion Lumos	Cancer Cell Lines, Other Female Reproductive Organ
PXD014058	8378	Low-Abundance-Membrane-Protein_SNU-1_Pellets	39	2,091,274	531,341	25.41 %	98,554	1,541	2,800	2,125,720	6,645		22	4	16,295	2020-10-07	31773964	Orbitrap Fusion Lumos	Cancer Cell Lines, Digestive System
PXD014058	8450	Low-Abundance-Membrane-Protein_SNU-1_Supernatants	80	6,353,337	182,539	2.87 %	29,642	355	591	2,126,311	3,519		1	0	16,295	2020-10-07	31773964	Orbitrap Fusion Lumos	Cancer Cell Lines, Digestive System
PXD014083	8377	C-HPP_Placental-Tissue_c18-SPE	30	1,702,474	342,955	20.14 %	74,429	1,029	2,511	2,128,822	5,211		19	1	16,296	2020-10-07	31592669	Orbitrap Fusion Lumos	Placenta
PXD014083	8446	C-HPP_Placental-Tissue_c18-SPE-MWCO	20	537,568	43,294	8.05 %	6,008	55	117	2,128,939	666		1	0	16,296	2020-10-07	31592669	Orbitrap Fusion Lumos	Placenta
PXD014083	8455	C-HPP_Placental-Tissue_c18-SPE-PAGE	20	1,267,151	134,626	10.62 %	35,026	855	1,275	2,130,214	2,424		18	1	16,297	2020-10-07	31592669	Orbitrap Fusion Lumos	Placenta
PXD014300	8403	MP_Chr18-Consortium_plasma	1	24,047	6,930	28.82 %	2,379	2	2	2,130,216	284			0	16,297	2020-10-07	32456206	Orbitrap Fusion	Blood Plasma
PXD019483	8385	kingdoms-of-life_Hs-A549	16	4,262,964	222,436	5.22 %	72,035	179	969	2,131,185	6,155		5	0	16,297	2020-11-11	32555458	Q Exactive HF-X	Cancer Cell Lines, Lung
PXD019483	8417	kingdoms-of-life_Hs-A562	16	4,392,612	269,588	6.14 %	63,780	176	746	2,131,931	5,236		3	0	16,297	2020-11-11	32555458	Q Exactive HF-X	Cancer Cell Lines, Blood
PXD019483	8431	kingdoms-of-life_Hs-AspC1	16	4,293,750	232,658	5.42 %	76,314	267	930	2,132,861	6,302		6	0	16,297	2020-11-11	32555458	Q Exactive HF-X	Cancer Cell Lines, Pancreas
PXD019483	8451	kingdoms-of-life_Hs-GAMG	16	4,346,949	250,386	5.76 %	62,492	126	404	2,133,265	5,245			0	16,297	2020-11-11	32555458	Q Exactive HF-X	Cancer Cell Lines, Brain
PXD019483	8447	kingdoms-of-life_Hs-HaCat	6	1,623,699	98,899	6.09 %	38,947	279	610	2,133,875	4,778		4	1	16,298	2020-11-11	32555458	Q Exactive HF-X	Non Cancer Cell Lines
PXD019483	8389	kingdoms-of-life_Hs-HEK293	16	4,290,429	222,422	5.18 %	79,060	425	1,047	2,134,922	6,384		3	1	16,299	2020-11-11	32555458	Q Exactive HF-X	Non Cancer Cell Lines
